ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
117,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,GET,http://127.0.0.1:8000/WEB-INF/web.xml,404,Not Found,42,553,22
118,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,GET,http://127.0.0.1:8000/WEB-INF/applicationContext.xml,404,Not Found,1,553,22
119,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,GET,http://127.0.0.1:8000/ui?-s,200,OK,5,556,4683
120,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,POST,http://127.0.0.1:8000/ui?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,2,574,31
121,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,POST,http://127.0.0.1:8000/ui?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,4,574,31
122,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,GET,http://127.0.0.1:8000/ui,200,OK,4,556,4683
123,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,GET,http://127.0.0.1:8000/ui?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,0,556,4683
124,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,POST,http://127.0.0.1:8000/ui,405,Method Not Allowed,6,574,31
125,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:15 SGT 2026,POST,http://127.0.0.1:8000/ui,405,Method Not Allowed,9,574,31
126,Sat May 09 01:14:15 SGT 2026,Sat May 09 01:14:16 SGT 2026,GET,http://127.0.0.1:8000/latest/meta-data/,404,Not Found,5,553,22
127,Sat May 09 01:14:16 SGT 2026,Sat May 09 01:14:16 SGT 2026,GET,http://127.0.0.1:8000/latest/meta-data/,404,Not Found,3,553,22
128,Sat May 09 01:14:16 SGT 2026,Sat May 09 01:14:16 SGT 2026,GET,http://127.0.0.1:8000/computeMetadata/v1/,404,Not Found,3,553,22
